,Natural,SQL
1573,What is the venue for the conference with the ID C-581?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-581;
1574,What is the venue for the conference with the ID C-100?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-100;
1575,What is the venue for the conference with the ID C-10?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-10;
1576,What is the venue for the conference with the ID C-488?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-488;
1577,What is the venue for the conference with the ID C-122?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-122;
1578,What is the venue for the conference with the ID C-252?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-252;
1579,What is the venue for the conference with the ID C-364?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-364;
1580,What is the venue for the conference with the ID C-128?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-128;
1581,What is the venue for the conference with the ID C-91?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-91;
1582,What is the venue for the conference with the ID C-642?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-642;
1583,What is the venue for the conference with the ID C-430?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-430;
1584,What is the venue for the conference with the ID C-81?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-81;
1585,What is the venue for the conference with the ID C-58?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-58;
1586,What is the venue for the conference with the ID C-308?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-308;
1587,What is the venue for the conference with the ID C-95?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-95;
1588,What is the venue for the conference with the ID C-258?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-258;
1589,What is the venue for the conference with the ID C-53?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-53;
1590,What is the venue for the conference with the ID C-281?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-281;
1591,What is the venue for the conference with the ID C-132?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-132;
1592,What is the venue for the conference with the ID C-226?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-226;
1593,What is the venue for the conference with the ID C-276?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-276;
1594,What is the venue for the conference with the ID C-453?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-453;
1595,What is the venue for the conference with the ID C-402?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-402;
1596,What is the venue for the conference with the ID C-224?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-224;
1597,What is the venue for the conference with the ID C-375?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-375;
1598,What is the venue for the conference with the ID C-613?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-613;
1599,What is the venue for the conference with the ID C-335?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-335;
1600,What is the venue for the conference with the ID C-452?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-452;
1601,What is the venue for the conference with the ID C-129?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-129;
1602,What is the venue for the conference with the ID C-240?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-240;
1603,What is the venue for the conference with the ID C-648?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-648;
1604,What is the venue for the conference with the ID C-408?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-408;
1605,What is the venue for the conference with the ID C-85?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-85;
1606,What is the venue for the conference with the ID C-462?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-462;
1608,What is the venue for the conference with the ID C-387?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-387;
1609,What is the venue for the conference with the ID C-24?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-24;
1610,What is the venue for the conference with the ID C-239?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-239;
1611,What is the venue for the conference with the ID C-447?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-447;
1612,What is the venue for the conference with the ID C-270?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-270;
1614,How many conferences held before 2015?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2015;
1615,How many conferences held before 2014?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2014;
1616,How many conferences held before 1997?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1997;
1617,How many conferences held before 2012?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2012;
1618,How many conferences held before 2010?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2010;
1619,How many conferences held before 1999?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1999;
1620,How many conferences held before 1990?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1990;
1621,How many conferences held before 2011?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2011;
1622,How many conferences held before 1992?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1992;
1623,How many conferences held before 2006?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2006;
1624,How many conferences held before 2004?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2004;
1625,How many conferences held before 2016?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2016;
1626,How many conferences held before 1973?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1973;
1627,How many conferences held before 1969?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1969;
1628,How many conferences held before 1965?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1965;
1631,How many conferences held before 2002?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2002;
1632,How many conferences held before 1982?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1982;
1633,How many conferences held before 1986?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1986;
1634,How many conferences held before 2013?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<2013;
1635,How many conferences held before 1984?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year<1984;
1636,How many conferences held after 2016?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>2016;
1637,How many conferences held after 1982?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1982;
1639,How many conferences held after 2010?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>2010;
1640,How many conferences held after 1988?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1988;
1641,How many conferences held after 1994?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1994;
1642,How many conferences held after 1993?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1993;
1643,How many conferences held after 1996?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1996;
1645,How many conferences held after 1983?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1983;
1646,How many conferences held after 2007?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>2007;
1647,How many conferences held after 1973?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1973;
1648,How many conferences held after 1992?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1992;
1649,How many conferences held after 1975?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1975;
1650,How many conferences held after 2005?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>2005;
1651,How many conferences held after 2009?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>2009;
1653,How many conferences held after 2012?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>2012;
1654,How many conferences held after 2006?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>2006;
1655,How many conferences held after 2014?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>2014;
1656,How many conferences held after 2002?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>2002;
1657,How many conferences held after 1986?,SELECT COUNT(*) ConfID_Venue_Year WHERE Year>1986;
1658,Which conference was held at Workshop On Patent Corpus Processing and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Patent Corpus Processing AND Year=Year;
1659,Which conference was held at Coling 2008: Proceedings of the workshop on Cross-Framework and Cross-Domain Parser Evaluation and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Coling 2008: Proceedings of the workshop on Cross-Framework and Cross-Domain Parser Evaluation AND Year=Year;
1660,Which conference was held at Proceedings of the NAACL HLT 2010 Workshop on Semantic Search and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Proceedings of the NAACL HLT 2010 Workshop on Semantic Search AND Year=Year;
1662,Which conference was held at VL and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=VL AND Year=Year;
1663,Which conference was held at Workshop On The Computational Treatment Of Nominals and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On The Computational Treatment Of Nominals AND Year=Year;
1664,Which conference was held at Workshop On Human Language Technology And Knowledge Management and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Human Language Technology And Knowledge Management AND Year=Year;
1665,Which conference was held at Coling 2008: Proceedings of the workshop on Human Judgements in Computational Linguistics and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Coling 2008: Proceedings of the workshop on Human Judgements in Computational Linguistics AND Year=Year;
1666,Which conference was held at Workshop On Word Senses And Multi-Linguality and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Word Senses And Multi-Linguality AND Year=Year;
1668,Which conference was held at Workshop on Embodied Language Processing and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop on Embodied Language Processing AND Year=Year;
1669,Which conference was held at Workshop On Psychocomputational Models Of Human Language Acquisition and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Psychocomputational Models Of Human Language Acquisition AND Year=Year;
1670,Which conference was held at Workshop On From Research To Commercial Applications: Making NLP Work In Practice and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On From Research To Commercial Applications: Making NLP Work In Practice AND Year=Year;
1671,Which conference was held at Proceedings of the EACL 2009 Workshop on Computational Linguistic Aspects of Grammatical Inference and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Proceedings of the EACL 2009 Workshop on Computational Linguistic Aspects of Grammatical Inference AND Year=Year;
1672,Which conference was held at Workshop On Conversational Systems and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Conversational Systems AND Year=Year;
1673,Which conference was held at Workshop On Reversible Grammar In Natural Language Processing and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Reversible Grammar In Natural Language Processing AND Year=Year;
1674,Which conference was held at 2000 Joint SIGDAT Conference on Empirical Methods in Natural Language Processing and Very Large Corpora and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=2000 Joint SIGDAT Conference on Empirical Methods in Natural Language Processing and Very Large Corpora AND Year=Year;
1675,Which conference was held at Workshop On KRAQ Knowledge And Reasoning For Language Processing and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On KRAQ Knowledge And Reasoning For Language Processing AND Year=Year;
1676,Which conference was held at Workshop on Prepositions and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop on Prepositions AND Year=Year;
1677,Which conference was held at SocialNLP and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=SocialNLP AND Year=Year;
1678,Which conference was held at Proceedings of the Workshop on Parsing German and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Proceedings of the Workshop on Parsing German AND Year=Year;
1679,Which conference was held at Workshop On Learning Word Meaning From Non-Linguistic Data and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Learning Word Meaning From Non-Linguistic Data AND Year=Year;
1680,Which conference was held at Proceedings of the Third International Workshop on Cross Lingual Information Access: Addressing the Information Need of Multilingual Societies (CLIAWS3) and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Proceedings of the Third International Workshop on Cross Lingual Information Access: Addressing the Information Need of Multilingual Societies (CLIAWS3) AND Year=Year;
1681,Which conference was held at Workshop On Coreference And Its Applications and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Coreference And Its Applications AND Year=Year;
1682,Which conference was held at Workshop On Recent Advances In Dependency Grammar and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Recent Advances In Dependency Grammar AND Year=Year;
1683,Which conference was held at Workshop On Natural Language Generation EWNLG and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Natural Language Generation EWNLG AND Year=Year;
1684,Which conference was held at Proceedings of the 2009 Workshop on Text and Citation Analysis for Scholarly Digital Libraries (NLPIR4DL) and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Proceedings of the 2009 Workshop on Text and Citation Analysis for Scholarly Digital Libraries (NLPIR4DL) AND Year=Year;
1685,Which conference was held at Workshop On Constraints And Language Processing and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Constraints And Language Processing AND Year=Year;
